% x,y position
% r,w radius and weight
% typ type of cell
% Tp persistence time
% rho density of radial actin filaments on cell body # / \mu m
% bi bound integrin within whole cell (to be gauged)
% cd cadherin on cell-cell contacts   (to be gauged)
% my myosin level                     (to be gauged)
% ps protrusivity, scales stochastic perturbation
%
% x       y      r     w     typ  Tp     rho   bi    cd     my    ps
 29.65, -12.99,  2.79, 2.79,  1,  114,   7.99, 2.02, 0.96,  0.93, 1.10
 37.37, -13.06,  2.72, 2.72,  2,  129,   7.68, 0.18, 3.11,  1.03, 0.95
-33.24,  20.17,  2.84, 2.84,  1,  122,   7.90, 2.21, 0.96,  1.00, 1.03
-26.48,  19.27,  3.12, 3.12,  1,  137,   8.14, 2.19, 0.89,  1.04, 1.04
-18.82,  20.18,  1.81, 1.81,  2,  114,   7.84, 0.19, 3.11,  0.95, 0.98
-11.26,  19.92,  2.29, 2.29,  2,  116,   7.21, 0.19, 3.04,  0.95, 1.05
 -3.48,  19.21,  2.26, 2.26,  1,  123,   7.67, 2.09, 0.95,  0.94, 1.03
  3.52,  19.10,  2.27, 2.27,  1,   98,   8.44, 1.95, 0.95,  1.01, 1.02
 11.09,  19.89,  2.53, 2.53,  2,  138,   7.79, 0.19, 3.33,  0.93, 1.03
 18.39,  19.52,  2.65, 2.65,  1,  141,   8.36, 1.96, 1.00,  0.97, 1.05
 26.27,  18.94,  2.79, 2.79,  1,  124,   8.44, 2.18, 0.99,  0.98, 1.01
 34.31,  19.15,  3.06, 3.06,  1,  108,   7.93, 2.11, 0.96,  0.92, 1.00
-33.93, -19.53,  2.97, 2.97,  2,  100,   8.19, 0.21, 3.12,  1.07, 1.02
-25.82, -19.42,  2.63, 2.63,  1,  109,   7.65, 1.98, 1.00,  1.02, 0.97
-18.20, -19.29,  2.39, 2.39,  2,  119,   7.77, 0.20, 2.97,  0.97, 1.04
-11.44, -19.29,  2.83, 2.83,  1,  117,   7.93, 2.05, 0.97,  1.04, 1.00
 -3.75, -19.35,  2.56, 2.56,  1,  128,   7.88, 1.91, 0.92,  0.98, 1.03
  4.06, -19.29,  1.47, 1.47,  2,  113,   7.85, 0.21, 2.93,  0.98, 1.01
 10.65, -18.92,  2.79, 2.79,  1,  132,   8.18, 2.02, 1.08,  1.01, 1.04
 18.76, -20.03,  2.39, 2.39,  1,  156,   8.28, 2.03, 0.97,  1.05, 0.92
 26.41, -19.58,  1.96, 1.96,  1,  148,   7.46, 2.09, 1.03,  0.98, 0.96
 33.38, -19.48,  2.37, 2.37,  1,  126,   7.76, 2.05, 1.03,  1.00, 0.94
-31.16,  26.10,  1.75, 1.75,  2,  127,   8.07, 0.20, 2.98,  0.98, 1.18
-23.18,  26.61,  2.15, 2.15,  1,  124,   8.23, 2.03, 0.93,  1.03, 0.98
-15.37,  25.56,  2.63, 2.63,  1,  134,   7.74, 2.03, 0.96,  1.05, 1.03
 -7.15,  25.85,  2.17, 2.17,  2,  117,   8.16, 0.21, 2.85,  1.00, 1.04
  0.33,  26.07,  2.49, 2.49,  1,  137,   7.56, 2.13, 0.99,  0.96, 1.00
  7.76,  25.73,  2.51, 2.51,  1,  106,   7.97, 1.88, 0.92,  0.98, 1.01
 15.05,  26.25,  2.79, 2.79,  2,  144,   8.28, 0.21, 2.74,  1.06, 1.07
 21.98,  25.50,  2.28, 2.28,  1,  111,   8.54, 2.18, 1.04,  1.01, 1.02
 29.74,  26.06,  1.80, 1.80,  2,  121,   7.89, 0.20, 2.97,  1.14, 1.02
-29.94, -26.44,  1.91, 1.91,  1,   90,   7.93, 1.96, 1.03,  1.04, 1.00
-23.08, -25.75,  1.84, 1.84,  1,  122,   8.33, 2.14, 1.02,  1.00, 1.01
-14.79, -25.89,  2.46, 2.46,  1,  131,   8.75, 1.92, 1.03,  1.03, 1.10
 -6.64, -25.57,  2.99, 2.99,  1,  105,   8.04, 2.14, 0.99,  1.01, 0.98
  0.92, -25.62,  1.98, 1.98,  1,  123,   7.66, 2.04, 0.98,  0.95, 0.99
  8.69, -26.32,  2.64, 2.64,  1,  102,   9.13, 1.97, 1.04,  1.02, 1.04
 15.12, -26.20,  2.63, 2.63,  1,  133,   7.79, 2.04, 0.95,  1.05, 0.99
 22.26, -26.15,  2.53, 2.53,  1,  116,   8.06, 1.85, 1.09,  1.02, 0.96
 29.72, -26.37,  2.96, 2.96,  2,  136,   8.59, 0.21, 3.24,  1.07, 1.03
-26.29,  32.73,  2.51, 2.51,  2,  118,   7.74, 0.20, 2.90,  0.89, 1.04
-18.97,  32.14,  2.90, 2.90,  1,  122,   8.05, 1.94, 0.97,  1.04, 1.04
-11.87,  32.63,  2.20, 2.20,  2,  119,   7.52, 0.18, 3.01,  1.07, 0.98
 -3.92,  33.12,  1.96, 1.96,  1,  126,   7.83, 1.98, 0.99,  1.01, 0.98
  3.56,  32.48,  2.90, 2.90,  1,  117,   8.21, 2.06, 0.91,  0.99, 1.04
 11.47,  32.54,  2.68, 2.68,  1,  108,   6.51, 1.84, 0.99,  0.87, 0.99
 18.19,  32.33,  2.56, 2.56,  1,  144,   7.44, 2.05, 0.99,  0.96, 0.99
 26.14,  32.13,  3.00, 3.00,  1,  111,   7.87, 1.95, 0.99,  1.01, 1.02
-26.63, -31.72,  2.29, 2.29,  1,  117,   7.57, 1.86, 0.93,  1.02, 1.01
-18.27, -32.08,  2.39, 2.39,  1,  131,   7.95, 2.05, 1.06,  1.07, 1.02
-11.61, -32.19,  2.98, 2.98,  1,  125,   8.07, 1.99, 1.03,  0.92, 0.94
 -3.67, -32.73,  2.81, 2.81,  2,  124,   8.42, 0.21, 3.12,  0.93, 1.00
  4.03, -31.87,  2.46, 2.46,  2,  123,   7.97, 0.18, 3.14,  1.05, 0.94
 11.95, -32.44,  2.34, 2.34,  1,  103,   8.52, 2.09, 1.01,  1.01, 1.06
 18.55, -32.27,  1.89, 1.89,  1,  113,   8.31, 2.00, 0.96,  0.98, 0.96
 26.42, -32.92,  2.91, 2.91,  1,  128,   8.66, 1.95, 0.99,  0.97, 0.93
-22.43,  38.76,  2.91, 2.91,  1,  109,   8.65, 2.06, 1.01,  0.98, 1.03
-15.41,  39.70,  3.10, 3.10,  1,  133,   8.01, 2.04, 0.96,  1.01, 0.99
 -8.12,  38.92,  2.04, 2.04,  1,  124,   7.97, 1.93, 1.03,  0.90, 0.97
  0.57,  39.08,  1.89, 1.89,  1,  115,   8.21, 1.84, 0.97,  1.07, 1.00
  7.24,  38.74,  2.66, 2.66,  1,  106,   8.73, 2.03, 1.00,  1.05, 1.08
 15.43,  39.37,  2.71, 2.71,  1,  105,   8.19, 1.87, 1.04,  1.05, 1.01
 22.57,  39.16,  2.83, 2.83,  2,  123,   8.32, 0.19, 3.06,  0.98, 1.06
-21.81, -39.38,  2.60, 2.60,  1,  137,   7.49, 1.81, 1.06,  0.99, 1.01
-14.18, -38.54,  2.64, 2.64,  1,  116,   7.21, 2.08, 1.01,  0.94, 1.00
 -6.94, -39.06,  2.54, 2.54,  1,  125,   7.70, 1.90, 1.04,  0.96, 1.06
 -0.68, -38.81,  3.08, 3.08,  2,  121,   8.15, 0.21, 2.59,  0.99, 1.08
  7.02, -39.27,  2.48, 2.48,  2,  120,   8.04, 0.19, 2.98,  1.05, 0.96
 14.62, -38.58,  2.27, 2.27,  1,  113,   7.31, 2.17, 0.98,  1.04, 1.05
 21.77, -38.98,  2.23, 2.23,  2,  114,   7.99, 0.22, 2.91,  1.00, 1.04
