% x,y position
% r,w radius and weight
% typ type of cell
% Tp persistence time
% rho density of radial actin filaments on cell body # / \mu m
% bi bound integrin within whole cell (to be gauged)
% cd cadherin on cell-cell contacts   (to be gauged)
% my myosin level                     (to be gauged)
% ps protrusivity, scales stochastic perturbation
%
% x       y      r     w     typ  Tp     rho   bi    cd     my    ps
 -0.12,  75.59,  2.26, 2.26,  2,  124,   8.39, 0.19, 2.91,  0.99, 1.01
 15.25,  74.69,  2.06, 2.06,  2,  102,   8.46, 0.18, 2.88,  1.04, 0.99
 29.60,  74.99,  2.39, 2.39,  2,  106,   8.21, 0.20, 3.04,  1.00, 0.94
 37.42,  74.39,  2.77, 2.77,  1,  123,   7.59, 2.18, 1.01,  0.98, 0.97
 59.93,  75.42,  2.84, 2.84,  1,  111,   7.64, 1.99, 1.01,  1.03, 0.97
 66.80,  74.39,  2.46, 2.46,  1,  143,   6.88, 2.00, 0.98,  0.93, 1.00
 74.55,  75.28,  2.49, 2.49,  2,  127,   8.30, 0.21, 3.25,  1.00, 0.89
 -0.17,  81.85,  3.04, 3.04,  1,  127,   7.66, 2.02, 1.03,  0.99, 0.94
  8.32,  82.01,  3.12, 3.12,  1,  113,   7.94, 2.05, 0.91,  1.10, 1.00
 14.76,  82.54,  2.91, 2.91,  1,  117,   7.67, 1.99, 1.08,  0.95, 0.99
 22.79,  82.74,  3.42, 3.42,  1,  117,   8.54, 2.02, 0.98,  1.04, 0.92
 29.76,  83.21,  2.59, 2.59,  1,  116,   8.31, 1.74, 1.02,  0.96, 0.98
 37.46,  82.79,  2.76, 2.76,  1,  106,   7.52, 1.99, 1.04,  0.96, 0.95
 45.22,  82.70,  2.62, 2.62,  2,  112,   7.57, 0.23, 3.04,  0.95, 0.89
 52.88,  82.35,  2.53, 2.53,  1,  144,   8.69, 1.96, 0.99,  1.03, 0.93
 60.54,  82.63,  1.98, 1.98,  1,  106,   6.99, 2.04, 1.00,  1.01, 1.00
 75.54,  82.92,  3.04, 3.04,  2,  110,   7.72, 0.19, 2.76,  1.04, 1.05
