% x,y position
% r,w radius and weight
% typ type of cell
% Tp persistence time
% rho density of radial actin filaments on cell body # / \mu m
% bi bound integrin within whole cell (to be gauged)
% cd cadherin on cell-cell contacts   (to be gauged)
% my myosin level                     (to be gauged)
% ps protrusivity, scales stochastic perturbation
%
% x       y      r     w     typ  Tp     rho   bi    cd     my    ps
 75.39,  44.91,  2.32, 2.32,  1,  133,   7.97, 1.99, 1.02,  1.07, 1.02
  6.97,  53.00,  2.15, 2.15,  1,  106,   7.59, 2.05, 1.03,  0.95, 0.96
 14.26,  52.83,  2.23, 2.23,  2,  147,   7.30, 0.20, 3.29,  1.11, 0.96
 21.92,  52.39,  1.96, 1.96,  1,  130,   7.64, 2.06, 1.02,  1.02, 0.97
 30.51,  52.80,  2.18, 2.18,  2,  128,   7.98, 0.21, 3.16,  0.96, 0.97
 37.77,  51.67,  2.37, 2.37,  1,  133,   8.63, 1.94, 1.01,  0.97, 1.00
 44.98,  52.32,  2.48, 2.48,  2,  115,   7.66, 0.20, 3.04,  1.00, 0.91
 52.12,  52.73,  2.34, 2.34,  2,  105,   8.79, 0.21, 3.40,  0.98, 1.04
 59.95,  52.65,  2.63, 2.63,  2,  128,   8.19, 0.20, 2.86,  1.03, 1.01
 67.45,  51.83,  2.69, 2.69,  1,  106,   8.89, 1.81, 1.09,  1.00, 0.96
 74.97,  52.00,  2.90, 2.90,  2,  112,   8.00, 0.19, 3.16,  1.05, 0.98
  0.63,  60.32,  2.66, 2.66,  2,   93,   7.63, 0.21, 2.82,  1.00, 1.10
 15.19,  59.98,  2.35, 2.35,  1,  103,   7.93, 1.82, 1.02,  1.07, 0.93
 22.08,  60.24,  2.63, 2.63,  1,  132,   8.15, 2.09, 1.03,  0.90, 1.06
 29.34,  60.38,  2.70, 2.70,  1,  128,   8.13, 2.15, 1.04,  1.03, 1.01
 36.96,  59.86,  1.99, 1.99,  1,  124,   8.30, 2.05, 1.03,  1.05, 0.94
 52.57,  59.89,  2.56, 2.56,  1,  121,   8.33, 1.89, 0.99,  1.00, 1.00
 59.76,  60.01,  2.97, 2.97,  1,  105,   8.46, 2.08, 0.97,  0.99, 0.99
 75.05,  59.63,  3.14, 3.14,  1,  119,   8.96, 2.03, 1.01,  1.05, 1.03
 -0.23,  67.53,  2.76, 2.76,  1,  120,   7.98, 2.19, 1.02,  0.99, 0.99
  7.14,  68.01,  2.49, 2.49,  2,  140,   8.46, 0.19, 3.05,  1.02, 0.99
 22.00,  67.61,  2.40, 2.40,  1,  113,   7.74, 2.08, 1.03,  1.01, 1.01
 30.26,  67.16,  3.17, 3.17,  2,  137,   7.48, 0.20, 3.14,  0.95, 1.01
 37.54,  67.19,  2.20, 2.20,  1,  141,   7.99, 1.96, 0.97,  0.93, 1.07
 45.14,  67.45,  2.08, 2.08,  1,  127,   7.60, 1.91, 0.97,  1.01, 1.01
 51.92,  67.13,  2.17, 2.17,  1,  119,   8.42, 2.01, 1.05,  0.96, 0.97
 59.76,  67.69,  3.14, 3.14,  2,  125,   7.95, 0.21, 2.84,  0.92, 1.04
 67.34,  67.51,  2.09, 2.09,  1,  112,   8.20, 2.19, 1.00,  0.99, 1.00
 75.06,  67.33,  1.86, 1.86,  1,  122,   8.39, 2.09, 1.07,  1.01, 1.06
 -0.12,  75.59,  2.26, 2.26,  2,  124,   8.39, 0.19, 2.91,  0.99, 1.01
  7.52,  75.06,  2.61, 2.61,  2,  121,   8.11, 0.19, 2.94,  0.96, 1.01
 15.25,  74.69,  2.06, 2.06,  2,  102,   8.46, 0.18, 2.88,  1.04, 0.99
 29.60,  74.99,  2.39, 2.39,  2,  106,   8.21, 0.20, 3.04,  1.00, 0.94
 37.42,  74.39,  2.77, 2.77,  1,  123,   7.59, 2.18, 1.01,  0.98, 0.97
 44.84,  75.00,  2.41, 2.41,  1,  129,   7.76, 2.02, 0.94,  1.07, 1.00
 52.49,  74.82,  2.12, 2.12,  2,  118,   7.54, 0.19, 3.54,  1.06, 1.03
 59.93,  75.42,  2.84, 2.84,  1,  111,   7.64, 1.99, 1.01,  1.03, 0.97
 66.80,  74.39,  2.46, 2.46,  1,  143,   6.88, 2.00, 0.98,  0.93, 1.00
 74.55,  75.28,  2.49, 2.49,  2,  127,   8.30, 0.21, 3.25,  1.00, 0.89
 -0.17,  81.85,  3.04, 3.04,  1,  127,   7.66, 2.02, 1.03,  0.99, 0.94
  8.32,  82.01,  3.12, 3.12,  1,  113,   7.94, 2.05, 0.91,  1.10, 1.00
 14.76,  82.54,  2.91, 2.91,  1,  117,   7.67, 1.99, 1.08,  0.95, 0.99
 22.79,  82.74,  3.42, 3.42,  1,  117,   8.54, 2.02, 0.98,  1.04, 0.92
 29.76,  83.21,  2.59, 2.59,  1,  116,   8.31, 1.74, 1.02,  0.96, 0.98
 37.46,  82.79,  2.76, 2.76,  1,  106,   7.52, 1.99, 1.04,  0.96, 0.95
 45.22,  82.70,  2.62, 2.62,  2,  112,   7.57, 0.23, 3.04,  0.95, 0.89
 52.88,  82.35,  2.53, 2.53,  1,  144,   8.69, 1.96, 0.99,  1.03, 0.93
 60.54,  82.63,  1.98, 1.98,  1,  106,   6.99, 2.04, 1.00,  1.01, 1.00
 67.51,  82.70,  2.48, 2.48,  1,  117,   7.78, 2.00, 1.08,  0.94, 0.93
 75.54,  82.92,  3.04, 3.04,  2,  110,   7.72, 0.19, 2.76,  1.04, 1.05
